project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day
P023,8,Beam,94,5,99
P009,3,Beam,343,7,348
P058,14,Beam,52,8,56
P059,17,Slab,339,3,337
P093,34,Slab,41,5,46
P080,6,Wall,164,7,169
P054,5,Slab,6,6,7
P046,29,Beam,138,3,137
P022,18,Wall,99,7,98
P064,30,Slab,341,8,340
P008,15,Wall,224,4,224
P020,15,Slab,316,6,316
P051,16,Column,30,6,32
P078,33,Slab,225,4,230
P039,10,Wall,326,7,328
P037,19,Column,261,7,263
P050,3,Beam,247,9,246
P034,4,Wall,79,8,84
P075,11,Beam,185,6,184
P033,33,Beam,299,9,298
P031,28,Wall,180,7,185
P054,32,Beam,77,4,75
P044,16,Wall,262,9,260
P034,9,Wall,229,7,228
P071,11,Slab,2,6,3
P062,6,Column,17,7,19
P023,27,Beam,344,3,344
P046,12,Beam,12,4,14
P056,22,Column,182,4,183
P007,21,Column,334,5,339
P089,33,Column,7,7,12
P061,17,Column,246,8,249
P003,29,Column,157,4,155
P038,10,Slab,174,7,178
P084,18,Wall,329,3,328
P034,13,Column,334,9,332
P044,27,Slab,181,6,186
P030,10,Column,281,6,279
P017,32,Column,309,5,314
P059,3,Beam,237,5,238
P010,22,Beam,157,8,155
P099,27,Beam,251,4,249
P084,3,Beam,221,8,225
P018,33,Wall,338,4,340
P045,2,Wall,223,4,225
P091,11,Beam,211,3,214
P059,10,Beam,337,5,342
P062,33,Column,134,5,135
P059,7,Column,332,6,336
P049,15,Beam,259,5,258
P100,26,Beam,35,5,39
P063,11,Beam,183,3,185
P087,27,Column,303,8,307
P032,7,Beam,161,4,166
P010,1,Beam,93,8,96
P011,10,Wall,197,9,195
P070,21,Wall,315,9,318
P062,15,Column,206,3,209
P047,30,Wall,352,7,352
P034,30,Column,18,6,20
P100,8,Slab,234,6,237
P017,24,Beam,333,6,336
P054,19,Column,66,8,66
P076,3,Wall,244,4,243
P085,15,Slab,276,4,281
P040,6,Wall,199,4,204
P019,18,Column,18,6,16
P067,19,Slab,72,6,74
P082,30,Wall,155,8,159
P053,13,Slab,170,8,169
P064,12,Beam,322,9,326
P083,34,Beam,355,6,359
P047,12,Slab,282,7,283
P006,24,Wall,151,7,150
P016,4,Wall,261,9,262
P072,14,Wall,80,8,81
P018,17,Beam,106,6,108
P052,3,Column,11,4,11
P048,23,Column,208,4,209
P043,13,Slab,130,7,128
P039,9,Wall,171,7,173
P049,21,Slab,33,6,36
P012,8,Column,24,6,27
P010,17,Column,197,4,198
P071,16,Wall,46,8,48
P055,16,Slab,274,5,272
P001,28,Wall,231,8,233
P049,16,Column,133,9,137
P036,14,Column,264,4,266
P021,20,Wall,85,8,89
P037,34,Slab,313,4,316
P024,29,Beam,5,6,6
P055,3,Wall,269,5,268
P025,10,Column,339,5,344
P007,20,Beam,221,9,223
P081,2,Wall,194,6,199
P093,27,Beam,346,3,347
P094,32,Wall,69,6,72
P071,10,Column,288,7,293
P097,17,Wall,358,8,356
P071,33,Beam,176,5,180
P024,6,Slab,325,9,323
P011,18,Column,239,6,244
P073,9,Column,179,4,178
P012,8,Beam,256,4,254
P035,25,Wall,211,8,212
P063,31,Wall,227,4,226
P068,4,Wall,72,9,76
P100,20,Column,65,6,68
P092,28,Column,166,3,167
P057,1,Beam,214,9,217
P013,23,Wall,17,7,22
P023,13,Wall,336,4,339
P083,16,Beam,173,6,172
P039,26,Column,129,3,128
P088,31,Column,3,5,4
P080,1,Slab,248,9,247
P097,17,Slab,70,9,71
P012,16,Wall,52,9,50
P034,10,Column,259,9,263
P071,31,Wall,239,5,237
P075,10,Column,94,8,98
P031,34,Slab,47,7,52
P093,6,Beam,75,6,77
P062,28,Column,91,6,91
P013,28,Slab,86,4,86
P031,13,Slab,6,3,4
P002,12,Column,230,7,232
P015,2,Wall,351,3,356
P057,8,Column,317,9,317
P075,9,Slab,43,9,44
P034,8,Column,312,9,313
P068,3,Beam,198,7,197
P075,9,Wall,303,6,308
P029,13,Column,182,6,182
P066,9,Slab,169,7,172
P016,31,Slab,203,3,208
P039,25,Wall,194,8,195
P077,8,Column,31,5,31
P037,31,Slab,102,5,101
P081,31,Wall,64,9,62
P021,17,Beam,346,4,348
P044,19,Wall,91,4,94
P019,3,Column,250,8,249
P071,30,Column,183,3,182
P008,10,Slab,302,8,301
P077,29,Beam,351,6,353
P066,18,Column,280,3,281
P041,12,Slab,205,7,205
P075,23,Wall,89,9,87
P088,11,Wall,293,5,297
P070,9,Column,285,4,283
P061,24,Beam,159,3,162
P026,25,Slab,363,3,365
P071,25,Column,130,7,128
P083,9,Slab,248,9,251
P070,12,Wall,140,9,145
P029,11,Slab,189,6,192
P066,28,Wall,91,9,96
P019,8,Beam,56,6,58
P068,10,Beam,226,9,228
P058,25,Wall,334,9,334
P070,9,Column,327,5,327
P057,8,Wall,165,8,167
P037,3,Slab,36,8,36
P061,18,Slab,330,4,331
P092,17,Slab,29,6,28
P030,28,Column,80,6,78
P071,15,Beam,358,6,356
P073,19,Beam,169,8,173
P025,22,Slab,33,3,31
P097,6,Column,93,9,91
P065,7,Slab,112,9,113
P006,9,Beam,209,6,210
P018,20,Wall,194,8,193
P010,11,Slab,264,7,266
P092,2,Slab,247,8,247
P011,22,Slab,118,5,117
P097,5,Beam,228,6,232
P065,7,Column,9,4,7
P077,6,Wall,199,3,199
P084,22,Wall,277,9,281
P065,10,Wall,129,7,128
P052,20,Slab,302,8,300
P067,28,Beam,62,5,61
P082,23,Wall,2,3,0
P078,1,Slab,360,7,365
P031,29,Column,331,3,334
P091,9,Slab,357,5,355
P017,9,Wall,172,5,177
P055,22,Wall,245,6,250
P093,2,Column,88,4,93
P036,16,Beam,83,6,86
P026,6,Column,5,8,6
P053,13,Column,349,9,347
P017,33,Wall,39,3,38
P086,19,Wall,322,6,322
P025,15,Beam,301,5,302
P002,33,Wall,75,5,78
P086,10,Column,101,5,101
P005,1,Column,141,6,144
P004,12,Beam,93,9,98
P036,29,Wall,119,8,124
P006,17,Wall,288,8,292
P021,4,Column,109,7,111
P077,29,Column,43,6,48
P089,7,Wall,136,6,136
P026,13,Slab,330,6,335
P055,5,Column,217,6,219
P039,6,Column,156,5,160
P084,34,Column,39,9,41
P033,7,Beam,282,4,283
P014,28,Wall,328,6,328
P056,10,Wall,358,6,361
P100,4,Wall,26,4,24
P081,3,Column,32,6,33
P021,25,Wall,46,9,47
P046,23,Wall,156,4,154
P016,27,Wall,244,5,244
P016,14,Beam,35,7,38
P084,32,Beam,278,6,279
P029,23,Column,242,7,244
P092,3,Wall,259,6,257
P008,13,Column,46,3,49
P088,34,Column,237,9,236
P003,24,Column,8,8,9
P089,1,Column,260,3,263
P019,12,Column,271,5,273
P097,8,Column,44,7,44
P066,19,Beam,238,7,238
P079,9,Slab,167,4,165
P086,28,Beam,76,9,78
P074,14,Column,157,4,155
P082,27,Slab,201,6,202
P022,18,Slab,234,4,232
P046,6,Wall,232,4,231
P091,33,Column,212,7,210
P013,25,Column,154,3,152
P033,13,Beam,213,7,214
P005,23,Slab,87,9,89
P090,33,Slab,18,4,21
P077,21,Column,191,6,194
P027,34,Wall,308,3,307
P078,17,Column,54,4,52
P024,10,Slab,216,4,217
P067,23,Wall,42,8,43
P063,2,Wall,349,6,354
P094,14,Slab,230,6,233
P099,2,Column,230,4,231
P048,19,Column,182,4,184
P063,16,Column,141,7,139
P078,25,Beam,288,5,288
P012,1,Beam,339,6,342
P028,2,Wall,337,9,341
P044,27,Column,322,6,326
P093,2,Beam,82,9,85
P043,30,Wall,167,9,166
P017,10,Slab,334,8,334
P040,19,Slab,54,7,56
P049,16,Column,73,3,77
P085,13,Slab,213,8,216
P057,8,Slab,171,8,169
P087,31,Slab,270,3,270
P084,25,Wall,219,3,219
P064,21,Slab,136,6,140
P075,29,Slab,35,5,38
P057,6,Wall,146,5,146
P098,18,Beam,183,9,182
P074,27,Wall,78,7,76
P074,5,Beam,308,9,309
P070,7,Wall,253,3,251
P100,10,Column,328,3,332
P088,10,Slab,236,4,239
P076,28,Beam,322,7,322
P043,10,Wall,337,8,335
P023,20,Beam,77,8,78
P027,13,Beam,73,7,78
P058,11,Slab,27,6,26
P037,19,Beam,38,6,36
P006,28,Wall,254,7,252
P065,4,Column,86,5,85
P006,19,Column,357,7,356
P050,14,Slab,359,5,362
P022,31,Wall,31,6,31
P088,28,Wall,205,9,205
P025,19,Column,193,7,196
P079,1,Wall,230,5,229
P090,23,Beam,181,4,182
P072,28,Slab,245,4,250
P051,4,Column,40,7,40
P088,18,Slab,329,3,330
P048,25,Beam,157,7,156
P070,18,Column,168,6,166
P099,6,Wall,158,6,161
P065,19,Wall,130,4,135
P060,12,Beam,82,5,86
P046,25,Column,156,4,155
P036,1,Slab,175,5,174
P058,5,Column,288,9,293
P076,1,Wall,88,7,90
P038,8,Column,102,3,101
P011,18,Column,248,6,248
P012,9,Wall,206,7,210
P042,5,Wall,89,4,87
P039,4,Slab,345,8,346
P071,29,Column,288,8,290
P011,1,Wall,310,7,314
P036,30,Beam,96,3,99
P052,1,Wall,159,5,159
P031,3,Slab,114,9,112
P033,22,Slab,24,3,28
P013,8,Beam,163,4,164
P018,18,Slab,286,3,284
P041,25,Column,353,6,353
P058,20,Slab,55,8,58
P056,31,Beam,64,3,67
P024,30,Slab,33,7,31
P073,16,Beam,46,5,45
P031,2,Slab,219,6,217
P055,17,Wall,289,6,288
P010,10,Beam,196,6,200
P060,7,Slab,253,4,256
P002,9,Column,286,4,286
P015,17,Beam,236,7,238
P003,9,Beam,79,5,78
P043,9,Slab,92,3,97
P031,24,Wall,96,7,101
P070,11,Wall,228,4,233
P067,8,Slab,286,7,289
P056,25,Slab,362,5,366
P063,2,Column,235,7,233
P075,10,Slab,102,9,105
P015,24,Beam,252,8,250
P092,16,Slab,140,8,138
P010,19,Column,323,6,326
P038,31,Slab,143,3,143
P047,11,Slab,240,9,241
P057,6,Beam,266,4,264
P050,6,Wall,342,9,340
P071,32,Slab,61,4,60
P015,13,Column,23,8,25
P018,3,Slab,11,5,14
P082,17,Slab,16,5,14
P088,3,Beam,49,5,53
P002,34,Wall,336,4,336
P084,12,Wall,170,6,171
P098,24,Wall,119,9,120
P043,6,Slab,42,3,46
P026,11,Beam,10,5,15
P071,27,Beam,49,4,50
P038,24,Slab,265,6,270
P094,18,Beam,207,5,207
P042,27,Wall,167,9,168
P005,21,Beam,2,5,5
P011,34,Slab,68,3,69
P065,33,Slab,308,8,307
P034,18,Column,210,3,211
P001,3,Column,139,7,138
P083,24,Beam,37,8,42
P002,1,Beam,218,8,217
P085,6,Slab,278,9,283
P020,19,Column,180,8,179
P061,22,Column,5,5,5
P087,8,Wall,130,7,128
P021,5,Wall,133,9,135
P088,9,Slab,99,4,103
P068,21,Slab,160,9,164
P012,28,Slab,236,3,239
P022,4,Slab,147,8,150
P020,24,Column,359,8,360
P082,8,Slab,115,6,120
P001,17,Slab,4,5,6
P030,34,Column,87,9,85
P097,20,Wall,46,5,45
P024,16,Slab,83,7,82
P014,10,Wall,154,3,158
P036,34,Column,306,8,305
P069,10,Wall,282,8,287
P075,30,Column,327,7,331
P024,30,Slab,288,9,287
P060,25,Wall,111,5,116
P095,7,Slab,117,3,118
P055,20,Beam,97,5,95
P077,17,Beam,282,3,286
P080,3,Wall,189,9,187
P024,26,Column,88,5,92
P077,10,Wall,307,6,311
P024,34,Column,87,8,85
P054,14,Beam,26,9,28
P026,8,Column,31,9,34
P066,27,Beam,126,7,130
P080,10,Wall,198,3,197
P038,15,Slab,301,7,301
P065,22,Slab,31,3,36
P075,31,Slab,317,9,320
P051,2,Column,232,3,230
P035,31,Slab,45,8,50
P043,14,Column,316,3,318
P029,10,Slab,189,5,190
P037,30,Column,52,4,57
P081,15,Column,52,5,51
P058,14,Beam,332,4,334
P054,31,Beam,318,8,321
P039,29,Wall,323,8,328
P042,27,Beam,79,5,79
P028,21,Column,49,4,49
P029,9,Beam,230,9,231
P043,20,Beam,344,8,342
P003,15,Beam,44,3,42
P010,24,Column,292,3,294
P059,16,Column,247,4,251
P014,11,Wall,219,4,222
P076,8,Beam,22,7,24
P047,3,Beam,130,3,133
P042,19,Column,7,5,5
P094,3,Wall,272,7,270
P032,25,Wall,350,9,352
P032,11,Column,44,4,43
P042,16,Beam,240,9,243
P032,17,Wall,65,8,68
P026,24,Wall,246,5,251
P001,17,Beam,73,6,73
P056,20,Wall,71,6,76
P002,22,Beam,197,9,197
P081,6,Wall,189,9,190
P030,7,Wall,158,8,158
P071,14,Column,330,6,333
P052,11,Wall,25,8,29
P091,12,Beam,338,5,340
P009,5,Wall,71,8,70
P022,5,Column,313,9,318
P034,20,Wall,223,4,225
P049,15,Slab,160,5,158
P001,26,Beam,306,7,309
P073,33,Slab,75,7,73
P084,30,Column,138,6,141
P053,24,Slab,41,9,41
P083,23,Wall,303,4,302
P100,9,Beam,334,9,337
P040,3,Slab,309,7,310
P045,7,Wall,16,3,18
P068,22,Slab,189,9,194
P009,14,Wall,28,3,29
P022,29,Wall,163,6,164
P018,16,Slab,317,9,318
P076,34,Column,55,6,56
P043,10,Beam,274,6,276
P039,7,Column,305,7,303
P073,25,Slab,102,4,104
P006,27,Wall,42,8,47
P083,15,Slab,263,8,261
P048,32,Wall,171,6,176
P007,28,Wall,208,5,206
P080,9,Column,315,6,317
P069,7,Column,49,9,51
P016,16,Slab,60,8,62
P001,26,Beam,6,8,9
P037,17,Column,148,8,146
P083,23,Wall,287,7,289
P037,8,Slab,211,4,210
P081,2,Slab,150,6,150
P064,31,Beam,85,3,85
P090,32,Slab,160,6,159
P086,29,Column,47,6,47
P062,3,Wall,162,4,160
P072,8,Slab,155,5,160
P061,2,Slab,230,6,235
P033,31,Wall,300,6,302
P066,20,Slab,158,8,160
P030,29,Slab,161,7,165
P020,17,Beam,247,4,250
P060,10,Column,56,7,61
P082,22,Slab,151,8,153
P074,6,Column,299,6,298
P024,34,Beam,54,6,53
P004,31,Column,223,3,221
P037,12,Beam,254,7,253
P004,12,Column,68,8,73
P077,16,Column,53,4,58
P089,25,Slab,245,9,248
P077,22,Column,40,9,42
P018,27,Slab,342,9,345
P088,24,Slab,351,6,355
P066,12,Column,138,3,136
P048,18,Slab,266,3,264
P033,16,Column,138,9,140
P058,4,Wall,292,5,293
P083,12,Slab,210,4,212
P073,33,Wall,172,9,170
P028,22,Wall,185,3,190
P035,18,Slab,299,4,304
P010,33,Beam,240,9,241
P065,27,Beam,211,6,213
P042,19,Wall,363,9,365
P085,14,Wall,151,5,152
P009,25,Column,124,8,125
P060,34,Wall,49,4,49
P015,24,Slab,124,8,129
P099,23,Beam,68,5,71
P057,5,Beam,358,8,362
P069,24,Beam,231,4,236
P022,5,Slab,346,8,347
P064,6,Column,9,4,14
P041,4,Slab,266,7,271
P087,10,Slab,125,5,124
P071,1,Beam,321,4,322
P056,21,Slab,112,7,110
P023,3,Wall,328,7,332
P025,31,Slab,330,5,331
P091,27,Beam,54,6,56
P006,17,Beam,89,5,88
P034,23,Slab,95,4,99
P063,13,Wall,359,6,364
P009,27,Wall,250,5,254
P060,20,Beam,317,5,318
P049,13,Wall,166,5,165
P097,24,Wall,227,5,230
P051,3,Column,136,6,140
P060,10,Column,65,4,69
P070,1,Wall,5,7,5
P037,13,Wall,120,5,119
P031,14,Column,219,7,221
P098,33,Column,43,7,43
P041,2,Column,188,7,189
P062,2,Beam,26,5,29
P093,31,Beam,267,5,271
P058,4,Column,162,8,165
P014,34,Column,233,5,237
P036,19,Column,130,9,133
P036,9,Beam,21,5,20
P079,24,Beam,128,3,128
P008,13,Wall,76,4,77
P026,30,Slab,73,3,76
P036,19,Wall,233,8,238
P048,10,Slab,343,9,348
P085,14,Slab,106,6,109
P028,20,Slab,9,9,12
P068,4,Wall,119,3,122
P062,5,Beam,50,3,51
P080,32,Beam,10,3,9
P086,6,Beam,113,4,116
P076,14,Beam,266,7,269
P080,6,Wall,78,6,77
P051,14,Column,36,6,36
P042,12,Slab,202,9,201
P029,27,Beam,312,4,313
P082,26,Beam,118,8,123
P010,12,Wall,190,9,192
P039,8,Slab,242,3,246
P082,10,Beam,293,7,293
P001,16,Column,169,9,171
P039,26,Beam,230,9,235
P021,8,Slab,48,5,53
P065,29,Column,150,9,153
P015,20,Wall,343,4,345
P004,17,Column,208,8,209
P060,19,Slab,61,7,63
P061,17,Slab,331,8,329
P020,1,Column,117,4,117
P010,29,Beam,239,4,244
P087,14,Slab,355,5,356
P034,17,Column,48,8,47
P048,13,Slab,245,7,250
P033,29,Beam,293,8,297
P098,34,Beam,5,9,6
P061,27,Column,100,8,99
P010,33,Wall,205,3,206
P054,29,Wall,180,8,178
P084,19,Beam,17,7,17
P065,24,Wall,90,9,93
P077,14,Beam,108,7,111
P001,5,Wall,190,3,192
P005,24,Beam,180,5,184
P080,34,Slab,249,7,250
P015,31,Column,251,8,251
P028,30,Column,20,8,20
P095,9,Wall,359,3,359
P023,27,Column,97,4,97
P017,28,Wall,222,4,222
P098,26,Beam,144,9,148
P013,18,Slab,7,3,9
P014,8,Column,350,4,353
P011,18,Slab,322,7,324
P028,20,Column,268,3,269
P042,32,Beam,296,8,299
P096,29,Column,1,9,4
P099,18,Column,58,9,63
P061,7,Beam,264,7,263
P064,1,Wall,90,6,91
P031,28,Wall,75,5,79
P081,33,Beam,341,8,341
P073,4,Wall,261,8,260
P010,20,Column,282,5,285
P008,31,Slab,341,5,345
P021,28,Beam,329,3,333
P077,3,Column,357,6,358
P059,6,Beam,243,5,242
P050,23,Slab,322,7,325
P069,7,Column,119,8,121
P070,1,Column,47,5,47
P030,6,Slab,168,6,172
P095,24,Slab,348,7,347
P017,24,Wall,27,7,25
P075,29,Column,296,3,301
P020,32,Slab,1,3,6
P048,25,Slab,174,4,174
P073,10,Column,167,6,169
P002,25,Wall,18,9,20
P037,27,Beam,91,7,92
P001,32,Wall,303,6,307
P004,12,Slab,202,5,205
P100,4,Beam,21,9,19
P054,26,Beam,156,8,155
P025,3,Wall,14,5,18
P003,17,Beam,20,8,21
P009,9,Slab,244,4,246
P086,29,Column,173,7,172
P087,1,Column,122,8,124
P076,18,Column,184,7,186
P074,20,Wall,308,8,306
P034,34,Column,68,4,68
P043,28,Column,293,5,292
P074,16,Column,338,7,336
P094,21,Beam,159,9,162
P022,13,Beam,49,8,53
P070,32,Beam,181,6,183
P002,6,Slab,295,7,297
P094,13,Slab,348,8,346
P066,13,Slab,141,8,144
P032,12,Column,18,5,17
P016,33,Beam,140,7,142
P076,28,Slab,72,7,75
P001,3,Wall,242,3,241
P072,18,Beam,261,8,259
P048,26,Column,263,7,265
P050,2,Beam,143,8,144
P013,4,Column,195,4,196
P015,28,Slab,146,4,148
P053,28,Column,294,6,294
P044,25,Column,26,7,28
P008,26,Wall,59,6,61
P074,2,Beam,52,5,54
P046,34,Column,149,8,147
P069,30,Wall,107,5,109
P019,21,Wall,318,3,320
P038,23,Wall,59,3,57
P011,33,Slab,258,7,260
P043,2,Slab,281,7,282
P020,27,Column,19,6,24
P020,22,Beam,166,6,167
P021,34,Slab,25,7,29
P082,16,Slab,4,9,7
P057,20,Column,3,7,7
P050,26,Column,362,3,366
P074,16,Slab,27,3,29
P098,6,Column,346,3,351
P026,23,Wall,219,7,217
P030,8,Column,44,6,46
P073,6,Wall,212,4,217
P031,22,Slab,52,4,54
P042,6,Beam,153,6,156
P068,32,Wall,202,6,201
P061,17,Beam,321,9,325
P061,17,Slab,11,6,16
P070,23,Column,68,3,71
P078,13,Wall,227,5,227
P068,32,Wall,121,9,119
P090,22,Slab,333,7,337
P017,7,Slab,15,3,15
P019,22,Column,57,4,56
P051,21,Beam,330,7,330
P070,6,Wall,64,6,69
P063,14,Beam,230,8,232
P093,16,Wall,11,9,12
P075,3,Wall,121,9,119
P080,9,Column,224,4,229
P030,21,Wall,225,6,223
P025,30,Wall,125,8,130
P075,30,Slab,148,6,150
P071,32,Column,228,6,231
P026,23,Slab,30,7,34
P056,3,Wall,10,4,14
P022,1,Column,54,4,58
P089,3,Wall,186,6,186
P019,7,Column,207,3,205
P031,3,Beam,255,5,260
P026,3,Beam,157,8,162
P042,4,Column,129,3,132
P041,31,Wall,58,7,62
P100,2,Column,195,8,199
P023,14,Wall,76,5,75
P047,31,Beam,89,3,93
P013,2,Wall,354,8,353
P089,31,Slab,81,9,81
P066,22,Beam,186,4,191
P066,10,Slab,326,3,325
P016,30,Beam,268,6,273
P073,33,Beam,79,7,83
P028,19,Slab,145,3,150
P077,25,Column,129,8,130
P035,1,Wall,14,3,16
P041,32,Beam,119,8,123
P077,25,Wall,2,5,0
P031,17,Beam,4,6,7
P085,14,Wall,244,9,246
P032,13,Beam,66,5,66
P054,2,Column,246,9,248
P098,32,Beam,90,7,88
P072,32,Column,178,7,182
P059,6,Beam,60,8,65
P041,25,Wall,232,6,235
P066,3,Slab,353,5,351
P096,18,Beam,176,6,176
P054,3,Beam,167,5,165
P040,5,Column,198,8,197
P028,24,Wall,60,8,63
P037,34,Column,83,8,86
P065,24,Wall,74,4,76
P074,28,Wall,311,6,312
P055,34,Column,26,9,27
P004,16,Slab,243,7,244
P099,7,Wall,323,5,323
P010,18,Slab,116,4,117
P047,6,Column,323,7,328
P075,28,Slab,180,5,183
P014,34,Wall,262,4,266
P038,29,Column,114,7,117
P012,4,Slab,266,7,268
P045,14,Column,38,4,36
P017,5,Column,77,7,76
P080,25,Slab,102,5,106
P035,8,Wall,12,9,13
P066,15,Wall,302,5,303
P075,19,Wall,49,7,53
P041,11,Wall,254,3,259
P067,20,Beam,347,8,348
P029,18,Column,249,4,248
P018,14,Column,72,3,74
P020,25,Beam,197,5,201
P014,16,Column,253,7,257
P034,18,Column,358,6,363
P049,1,Slab,299,9,300
P054,1,Beam,222,6,220
P031,1,Column,60,8,60
P058,21,Column,357,3,356
P042,25,Beam,157,3,159
P058,27,Beam,342,3,345
P082,10,Slab,202,5,200
P030,12,Slab,267,8,266
P025,28,Wall,35,9,38
P063,32,Wall,255,8,254
P019,33,Slab,23,5,23
P072,8,Column,165,8,170
P092,26,Beam,28,9,28
P008,2,Slab,351,7,354
P095,34,Wall,314,5,319
P003,6,Beam,53,7,56
P067,31,Wall,284,7,286
P086,23,Column,298,3,299
P081,12,Column,85,6,89
P100,28,Wall,349,9,352
P017,15,Beam,124,3,129
P014,19,Wall,207,5,207
P009,12,Beam,165,4,167
P062,2,Slab,47,5,46
P094,11,Wall,156,9,160
P021,25,Wall,266,6,267
P076,21,Beam,279,5,277
P037,9,Slab,5,6,4
P096,12,Beam,82,4,86
P011,10,Beam,119,4,121
P020,5,Wall,262,8,260
P035,33,Wall,125,7,129
P053,5,Beam,303,9,302
P047,16,Column,215,5,215
P075,29,Column,28,7,30
P052,18,Column,269,3,267
P008,29,Wall,25,9,30
P004,6,Wall,7,3,10
P027,18,Slab,194,3,194
P044,32,Wall,80,8,83
P040,31,Slab,322,3,325
P047,11,Wall,36,3,34
P094,26,Column,258,5,259
P044,28,Column,113,7,117
P048,27,Beam,294,7,298
P091,19,Beam,202,6,207
P085,27,Slab,14,3,15
P052,20,Slab,155,4,157
P084,3,Beam,85,6,83
P068,16,Slab,140,6,144
P011,29,Wall,97,5,98
P077,15,Column,185,6,184
P073,30,Beam,342,4,341
P004,1,Beam,358,7,359
P076,29,Wall,189,6,193
P073,30,Slab,82,5,85
P077,32,Beam,300,9,303
P048,10,Beam,180,3,181
P026,27,Wall,349,4,351
P077,8,Column,105,3,108
P039,25,Beam,210,8,212
P092,20,Beam,329,6,328
P058,17,Wall,249,7,249
P019,23,Beam,72,5,70
P088,25,Beam,161,9,161
P083,31,Column,133,4,135
P077,6,Beam,240,7,245
P077,4,Wall,78,4,83
P058,20,Column,58,5,61
P028,1,Column,125,5,125
P066,26,Column,11,6,13
P010,34,Slab,27,4,31
P086,10,Wall,207,8,207
P077,23,Slab,222,8,221
P058,24,Beam,312,6,317
P073,13,Column,250,4,252
P097,29,Slab,315,4,314
P014,27,Beam,208,3,208
P084,31,Slab,109,6,110
P015,10,Column,296,4,297
P096,31,Beam,61,4,59
P033,10,Column,122,5,127
P017,24,Column,239,9,243
P024,33,Slab,106,3,107
P030,14,Wall,279,8,283
P062,34,Beam,36,8,34
P013,17,Beam,38,5,38
P062,21,Wall,72,9,77
P047,32,Beam,56,9,61
P016,3,Slab,167,6,165
P066,15,Beam,221,8,219
P081,8,Slab,76,6,81
P096,32,Beam,210,4,208
P043,26,Slab,211,7,215
P008,30,Wall,228,9,227
P003,9,Beam,225,9,229
P012,32,Slab,254,5,258
P084,11,Column,156,9,154
P016,22,Column,363,6,366
P078,34,Column,149,9,154
P080,18,Beam,318,4,320
P059,19,Slab,279,4,279
P049,18,Column,231,5,230
P063,18,Beam,190,9,192
P062,12,Slab,225,8,225
P049,4,Column,65,4,69
P051,27,Column,108,3,113
P033,5,Beam,80,8,85
P030,6,Slab,133,7,132
P059,13,Beam,174,5,178
P076,23,Column,64,5,64
P015,25,Beam,210,5,211
P082,4,Beam,297,4,297
P092,32,Column,98,4,99
P023,15,Column,172,5,176
P078,26,Slab,89,5,94
P094,11,Slab,362,3,363
P097,9,Column,226,6,229
P045,11,Column,143,8,143
P062,2,Wall,196,8,200
P079,27,Wall,179,3,184
P071,26,Slab,54,5,58
P015,8,Beam,196,9,197
P046,21,Column,217,4,220
P064,21,Column,333,4,332
P046,8,Beam,298,5,299
P056,1,Slab,25,6,23
P044,13,Wall,67,7,66
P075,9,Slab,163,7,167
P029,28,Beam,112,3,117
P095,6,Column,329,8,334
P062,23,Wall,206,6,209
P089,17,Beam,137,7,142
P052,9,Column,279,6,278
P054,12,Slab,165,4,170
P088,22,Wall,271,4,270
P057,12,Column,228,9,232
P083,6,Column,127,6,125
P066,9,Column,270,5,268
P022,3,Column,308,7,306
P020,34,Column,248,7,246
P033,8,Slab,340,4,343
P072,10,Beam,36,9,41
P025,9,Wall,155,9,153
P046,14,Slab,145,8,150
P073,27,Wall,260,3,263
P098,32,Column,19,7,22
P057,4,Beam,58,4,60
P087,2,Column,263,9,267
P005,33,Slab,36,4,38
P055,21,Slab,211,6,216
P061,1,Wall,332,6,330
P089,11,Column,148,8,151
P008,1,Column,102,6,101
P016,11,Beam,76,3,77
P048,7,Beam,68,9,69
P061,2,Column,66,7,71
P015,15,Wall,303,3,305
P065,8,Beam,222,9,220
P022,26,Column,151,3,151
P003,21,Column,274,6,275
P054,8,Column,278,8,282
P014,32,Slab,68,4,72
P036,8,Wall,235,5,238
P082,10,Column,203,4,207
P082,23,Column,233,4,236
P067,4,Column,163,4,164
P010,30,Beam,98,4,97
P049,23,Column,9,3,10
P065,5,Slab,249,6,251
P091,21,Slab,227,6,231
P057,6,Wall,241,4,246
P027,17,Column,75,5,73
P075,25,Column,17,7,15
P005,24,Column,51,4,56
P071,22,Slab,228,4,231
P083,13,Beam,194,5,195
P057,17,Beam,280,3,280
P093,14,Column,238,4,240
P015,34,Beam,271,5,274
P099,26,Wall,157,3,158
P076,19,Slab,254,3,259
P030,26,Column,308,8,310
P020,3,Beam,310,9,315
P037,2,Column,314,9,314
P003,28,Column,301,8,304
P073,2,Slab,118,8,122
P041,22,Slab,333,4,335
P039,7,Beam,50,9,53
P026,4,Slab,278,3,280
P002,20,Wall,52,4,54
P023,6,Column,181,4,185
P023,9,Slab,31,6,34
P085,31,Beam,327,7,325
P016,26,Beam,246,7,250
P009,26,Beam,90,6,90
P013,28,Wall,31,9,34
P028,5,Slab,102,4,107
P027,10,Slab,230,5,235
P051,18,Wall,97,3,95
P064,15,Slab,67,6,72
P052,33,Slab,192,8,191
P081,5,Slab,211,6,212
P038,22,Wall,137,6,140
P100,22,Wall,339,9,337
P065,22,Beam,184,9,189
P018,15,Wall,56,6,59
